Station_ID	Station_Name	State	Latitude	Longitude	Elevation	tl01	tl02	tl03	tl04	tl05	tl06	tl07	tl08	tl09	tl10	tl11	tl12	t01	t02	t03	t04	t05	t06	t07	t08	t09	t10	t11	t12	pp01	pp02	pp03	pp04	pp05	pp06	pp07	pp08	pp09	pp10	pp11	pp12	ss01	ss02	ss03	ss04	ss05	ss06	ss07	ss08	ss09	ss10	ss11	ss12	Status
USC00328047	SHERWOOD 3 N	ND	48.99	-101.62	502.00																									0.53	0.66	1.87	1.67	4.82	7.34	6.57	5.08	2.92	2.71	0.66	0.86	16.76	9.90	9.90	4.57	1.27	0.00	0.00	0.00	0.00	4.82	11.93	13.46	PS
USC00328065	SHIELDS	ND	46.23	-101.12	550.50																									1.04	1.09	2.13	3.53	6.62	8.07	6.85	4.31	3.42	3.27	1.52	1.01	20.82	16.00	21.59	6.09	1.01	0.00	0.00	0.00	0.50	3.55	18.54	20.06	PS
USC00328276	STANLEY 3 NNW	ND	48.45	-102.59	694.90	-18.22	-15.66	-9.50	-2.61	3.55	9.33	12.00	10.83	5.05	-1.66	-8.94	-16.05	-13.05	-10.41	-3.91	4.55	10.86	16.16	19.36	18.80	12.69	5.11	-3.69	-11.08	1.47	1.11	2.03	3.09	6.47	9.24	7.69	5.38	4.31	3.30	1.85	1.47	20.57	15.24	20.57	11.43	3.81	0.12	0.00	0.00	0.76	9.14	13.46	21.59	TPS
USC00328366	STEELE 3N	ND	46.89	-99.93	574.50	-16.88	-14.55	-7.77	-0.72	5.83	11.27	14.16	12.83	7.16	-0.16	-7.83	-14.55	-11.47	-8.94	-2.19	6.30	12.77	17.75	21.13	20.36	14.50	6.83	-2.16	-9.47	1.34	1.19	2.64	3.37	6.73	7.89	8.10	5.43	4.87	4.21	2.05	1.34	21.59	14.22	20.06	5.08	0.25	0.00	0.00	0.00	0.12	2.03	15.74	22.86	TPS
USC00328415	STREETER 5 NW	ND	46.71	-99.44	597.70	-17.16	-14.50	-7.88	-0.94	5.72	11.38	14.55	13.00	7.66	0.38	-7.05	-14.55	-11.94	-9.47	-2.83	5.66	12.27	17.41	20.86	19.94	14.22	6.77	-2.00	-9.75	0.91	0.99	2.00	2.74	6.22	8.66	8.12	5.86	5.18	3.45	1.54	1.01	22.86	18.03	15.49	8.12	2.03	0.00	0.00	0.00	0.12	2.28	14.98	21.08	TPS
USC00328608	SYKESTON	ND	47.46	-99.39	498.00																									1.54	1.52	2.41	3.14	6.22	8.96	8.94	4.95	4.64	4.54	1.90	1.47	16.51	10.41	13.20	8.38	0.76	0.00	0.00	0.00	0.25	4.57	16.51	21.33	PS
USC00328627	TAGUS	ND	48.34	-101.93	661.40																									1.49	1.04	2.00	2.64	5.43	8.10	6.83	4.16	3.83	2.94	1.67	1.32	21.84	13.97	20.32	12.19	4.82	0.12	0.00	0.00	0.76	9.90	16.25	20.32	PS
USC00328660	TAYLOR 7 NNW	ND	46.99	-102.47	676.70	-15.27	-12.77	-7.11	-1.33	5.33	10.22	12.77	12.16	6.33	-0.22	-7.38	-14.05	-9.22	-6.69	-0.88	6.25	12.63	17.38	21.02	20.83	14.52	6.88	-1.33	-8.08	0.91	0.91	2.03	3.63	5.81	8.05	6.19	4.03	3.55	3.27	1.54	1.04													TP
USC00328737	TIOGA 1E	ND	48.39	-102.91	684.30	-17.50	-14.50	-8.00	-1.38	4.50	10.05	12.72	11.77	5.50	-1.05	-8.05	-15.61	-11.52	-8.55	-1.80	6.38	12.47	17.63	20.88	20.41	13.91	6.38	-2.27	-9.83	1.49	0.88	1.54	2.48	5.25	7.06	6.32	4.21	3.12	2.64	1.42	1.44	20.32	10.66	15.24	9.65	2.28	0.12	0.00	0.00	1.01	8.38	16.76	19.81	TPS
USC00328792	TOWNER 2 NE	ND	48.37	-100.39	451.10	-19.94	-17.50	-10.00	-2.16	4.44	9.83	12.50	11.16	5.33	-1.72	-9.61	-17.44	-14.02	-11.30	-4.27	5.13	12.02	17.11	20.22	19.44	13.38	5.72	-3.66	-11.69	1.27	1.37	2.26	2.59	5.94	8.05	6.83	4.77	3.86	3.20	2.00	1.49	21.33	15.24	11.93	7.62	1.27	0.00	0.00	0.00	0.25	6.09	14.47	18.54	TPS
USC00328812	TROTTERS 3 SSE	ND	47.28	-103.90	737.60	-13.88	-11.50	-6.33	-0.49	5.27	10.27	13.55	12.77	6.94	0.33	-6.61	-13.00	-8.55	-5.97	-0.25	6.77	12.47	17.47	21.52	20.97	14.63	7.02	-1.13	-7.75	0.86	0.83	1.70	3.14	5.46	7.39	5.28	3.65	3.45	3.20	1.49	1.11	11.17	11.17	13.20	10.16	3.55	0.12	0.00	0.00	0.50	7.11	12.70	14.22	TPS
USC00328840	TURTLE LAKE	ND	47.52	-100.88	577.00	-16.72	-14.11	-8.11	-1.83	4.77	10.16	13.05	11.94	5.88	-0.49	-7.83	-14.55	-11.27	-8.61	-2.38	5.80	12.30	17.30	20.58	19.88	13.63	6.47	-2.30	-9.41	1.60	1.06	1.80	3.35	6.37	8.86	6.85	4.82	3.50	3.07	1.93	1.32	25.65	16.00	11.17	4.06	1.01	0.00	0.00	0.00	0.25	3.55	22.35	15.74	TPS
USC00328850	TUTTLE	ND	47.13	-100.00	572.70	-17.55	-15.16	-8.44	-1.00	5.55	10.77	13.77	12.50	6.55	-0.11	-8.16	-15.66	-12.13	-9.44	-2.80	6.11	12.86	17.77	21.19	20.44	14.16	6.75	-2.58	-10.22	0.96	0.99	1.75	2.94	6.22	8.17	6.90	5.68	4.36	3.32	1.49	1.21	13.97	12.95	16.51	9.14	1.52	0.00	0.00	0.00	0.76	7.36	19.81	14.98	TPS
USC00328853	TUTTLE 12NNE	ND	47.30	-99.91	640.10	-19.05	-15.44	-9.05	-1.50	4.83	10.83	13.72	12.50	6.38	-0.61	-8.00	-15.27	-13.58	-10.69	-4.13	4.72	11.41	17.00	19.83	19.19	13.11	5.66	-2.94	-10.58	0.78	0.48	1.57	2.26	6.35	9.01	7.16	5.46	4.69	3.32	1.47	0.93													TP
USC00328872	UNDERWOOD	ND	47.45	-101.14	623.30	-17.44	-15.00	-8.44	-1.11	5.77	11.33	14.27	12.94	7.38	-0.11	-7.88	-14.88	-12.22	-9.58	-2.83	5.72	12.44	17.72	21.05	20.33	14.44	6.44	-2.77	-10.05	1.49	1.16	2.10	3.78	6.42	9.24	6.27	4.14	3.22	3.47	2.03	1.42	21.33	13.71	12.70	6.35	1.77	0.00	0.00	0.00	0.00	2.79	10.41	32.25	TPS
USC00328913	UPHAM 3 N	ND	48.61	-100.72	434.30	-20.66	-17.77	-10.05	-2.05	4.83	10.27	12.55	11.27	5.00	-2.50	-9.94	-17.83	-14.50	-11.33	-4.11	5.41	12.19	17.22	19.91	19.19	12.94	5.11	-4.02	-12.08	1.47	1.27	2.10	2.74	5.66	9.75	6.85	5.00	3.58	3.17	2.20	1.65	24.63	13.97	17.01	11.17	2.79	0.00	0.00	0.00	0.25	6.85	21.08	22.35	TPS
USC00328937	VALLEY CITY 3 NNW	ND	46.95	-98.02	368.80	-19.22	-16.55	-9.16	-2.00	5.22	11.11	13.61	12.16	6.44	-0.44	-8.11	-15.72	-13.19	-10.33	-3.38	5.36	12.58	17.80	20.61	19.61	13.97	6.58	-2.44	-10.33	1.32	1.21	2.26	2.99	7.39	9.11	7.34	6.70	6.09	4.62	1.82	1.47	22.86	16.76	11.93	5.33	0.12	0.00	0.00	0.00	0.00	1.27	9.65	22.09	TPS
USC00328990	VELVA 3NE	ND	48.07	-100.87	467.90	-19.61	-16.44	-9.72	-2.94	4.22	9.83	12.44	11.05	5.33	-1.66	-9.33	-16.66	-12.94	-10.00	-3.27	5.13	12.05	16.83	19.94	19.11	13.05	6.00	-3.02	-10.47	1.54	1.16	2.08	3.20	6.12	9.19	7.72	5.08	3.75	3.70	2.74	1.44	26.92	13.20	14.47	8.63	1.27	0.00	0.00	0.00	0.00	6.09	13.97	21.33	TPS
USC00329035	VERONA	ND	46.36	-98.07	417.60																									1.16	0.91	2.33	3.58	7.21	7.89	9.01	4.92	6.29	4.95	1.90	1.60	19.81	13.97	16.00	4.82	0.00	0.00	0.00	0.00	0.00	1.52	15.49	24.13	PS
USC00329100	WAHPETON 3 N	ND	46.32	-96.61	291.40	-16.77	-13.83	-6.27	0.88	7.83	13.16	15.55	14.33	9.33	2.50	-5.55	-13.66	-11.80	-8.80	-1.63	7.33	14.75	19.58	22.16	21.22	15.88	8.27	-0.97	-9.11	1.44	0.88	2.71	4.44	8.05	8.33	8.10	6.22	7.39	6.07	1.67	1.32	16.76	8.89	15.24	4.06	0.00	0.00	0.00	0.00	0.12	0.76	14.98	8.38	TPS
USC00329155	WALHALLA 1 SW	ND	48.91	-97.91	286.50																									1.90	2.18	1.80	2.66	6.93	9.44	7.79	6.32	4.69	4.41	3.02	1.93													P
USC00329195	WASHBURN	ND	47.28	-101.02	528.80	-16.72	-14.38	-7.72	-0.88	5.77	10.94	13.77	12.72	7.16	0.16	-7.22	-14.11	-10.94	-8.41	-1.80	6.41	12.77	17.80	21.13	20.47	14.72	7.13	-1.63	-8.97	1.14	1.27	1.75	3.73	6.35	8.35	6.50	4.69	3.55	3.22	2.00	1.04													TP
USC00329233	WATFORD CITY	ND	47.80	-103.28	661.40	-16.66	-14.16	-8.33	-1.83	4.11	9.83	12.77	11.27	5.27	-1.22	-8.27	-14.66	-10.77	-7.91	-1.83	5.83	11.86	17.08	20.77	19.91	13.63	6.27	-2.30	-9.05	1.42	0.88	1.57	2.15	5.58	7.62	6.57	3.60	2.54	2.61	1.47	1.19	26.16	21.08	17.78	9.39	3.55	0.00	0.00	0.00	0.00	8.12	18.03	27.68	TPS
USC00329246	WATFORD CITY 14S	ND	47.60	-103.25	617.80	-16.00	-12.77	-6.50	-0.05	6.05	11.11	14.16	13.22	6.94	0.16	-7.27	-14.55	-9.86	-6.55	-0.13	7.25	13.19	18.22	22.05	21.47	15.19	7.61	-1.16	-8.52	0.99	0.71	1.60	3.02	5.76	7.59	5.81	4.64	3.65	3.58	1.37	1.24	14.22	11.93	11.43	6.85	2.54	0.00	0.00	0.00	0.00	4.06	9.14	18.79	TPS
USC00329333	WESTHOPE	ND	48.90	-101.01	457.80	-18.88	-15.77	-8.50	-0.94	5.38	10.94	13.16	12.22	6.61	-0.38	-8.38	-16.61	-13.63	-10.44	-3.30	6.36	12.97	17.91	20.44	20.00	14.19	6.30	-3.41	-11.66	1.32	1.11	2.13	2.76	5.96	8.68	7.31	5.10	3.53	3.27	1.70	1.34													TP
USC00329400	WILDROSE 3NW	ND	48.66	-103.21	688.80	-18.83	-16.16	-9.44	-2.33	4.05	9.44	11.94	10.72	4.72	-2.22	-9.38	-16.66	-13.19	-10.52	-3.75	4.83	11.22	16.27	19.27	18.75	12.52	4.83	-3.83	-11.30	1.37	0.88	1.42	2.18	5.35	7.51	7.26	3.91	3.07	2.81	1.34	1.37	19.30	11.93	10.41	6.35	2.79	0.00	0.00	0.00	0.25	7.36	12.44	17.78	TPS
USC00329430	WILLISTON EXP FARM	ND	48.13	-103.73	641.60	-15.33	-12.44	-6.38	-0.11	5.94	11.16	14.11	13.22	7.33	0.72	-6.66	-13.72	-9.86	-6.69	-0.11	7.61	13.61	18.47	22.02	21.55	15.41	7.91	-1.16	-8.44	1.24	0.73	1.47	2.54	5.15	6.98	6.27	4.06	2.99	2.46	1.39	1.01	20.32	11.93	11.68	7.36	3.04	0.00	0.00	0.00	0.25	6.35	12.19	22.86	TPS
USC00329445	WILLOW CITY	ND	48.60	-100.29	449.00	-21.16	-18.22	-10.61	-3.22	2.83	8.88	11.44	10.05	4.05	-2.27	-9.83	-17.83	-15.13	-12.16	-4.88	4.38	10.91	16.27	19.13	18.41	12.27	5.05	-4.22	-12.36	1.37	0.88	1.90	2.76	6.32	9.14	6.93	6.22	3.78	3.02	1.67	1.24	21.33	10.92	13.46	6.85	0.76	0.00	0.00	0.00	0.00	1.52	17.01	16.76	TPS
USC00329455	WILTON	ND	47.16	-100.78	666.90	-16.88	-14.44	-7.77	-0.66	6.00	11.38	14.05	12.72	7.38	0.05	-7.66	-14.50	-11.88	-9.36	-2.72	5.61	12.25	17.19	20.36	19.69	14.00	6.33	-2.55	-9.80	1.34	1.11	1.87	3.65	6.62	9.01	7.62	5.71	4.29	3.83	1.67	1.72	19.30	13.20	17.01	8.12	2.28	0.00	0.00	0.00	0.25	6.09	8.63	25.65	TPS
USC00329515	WISHEK	ND	46.26	-99.56	620.90	-17.00	-14.38	-7.88	-1.33	5.38	10.72	13.55	12.38	6.77	-0.05	-7.88	-14.44	-11.30	-8.97	-2.41	5.47	12.08	17.02	20.38	19.47	13.91	6.47	-2.33	-9.30	1.19	3.25	2.61	3.68	7.06	9.22	7.72	5.84	5.15	4.06	1.67	1.57													TP
USC00329575	WOODWORTH 3NE	ND	47.18	-99.29	585.20																									0.93	1.06	1.62	2.89	6.85	8.15	9.55	5.15	5.05	4.26	1.65	1.01	21.59	18.03	14.73	8.38	1.27	0.00	0.00	0.00	0.25	4.82	19.55	12.70	PS
USC00329650	ZAP	ND	47.28	-101.94	556.30																									1.24	1.19	1.77	3.35	5.58	8.10	6.50	4.39	3.07	3.37	1.65	1.52	13.71	13.46	12.95	6.60	1.52	0.00	0.00	0.00	0.50	5.08	10.16	15.49	PS
USC00330061	AKRON	OH	41.08	-81.51	329.20	-5.44	-4.55	-0.61	5.38	10.72	16.05	18.22	17.50	13.66	7.61	2.77	-3.00	-2.02	-0.61	4.08	10.58	15.97	21.19	23.27	22.52	18.36	11.97	6.38	0.13	4.80	5.15	7.03	8.55	9.98	8.55	10.10	8.86	8.91	7.34	8.78	7.13													TP
USC00330256	ASHLAND 2 SW	OH	40.83	-82.35	385.60	-8.16	-6.72	-2.66	2.94	8.22	13.72	15.55	14.72	10.38	4.72	-0.05	-5.55	-3.72	-2.05	2.72	9.25	14.69	19.94	21.91	20.97	16.97	10.80	4.88	-1.33	6.12	5.15	7.08	9.16	11.17	10.82	10.23	10.46	8.02	7.31	8.15	6.62	23.36	13.46	12.44	3.81	0.12	0.00	0.00	0.00	0.00	0.25	4.57	13.97	TPS
USC00330264	ASHTABULA	OH	41.85	-80.80	210.30	-7.44	-7.05	-3.00	3.16	8.66	13.94	16.55	16.11	11.77	5.94	1.33	-4.11	-3.44	-2.61	1.63	8.58	14.11	19.33	21.66	21.05	17.08	11.22	5.72	-0.52	7.87	5.43	6.32	9.24	8.00	10.26	10.28	10.18	10.89	10.66	10.16	8.15													TP
USC00330279	ATHENS 1 N	OH	39.34	-82.09	243.80	-6.33	-5.11	-1.00	4.05	9.33	14.72	17.11	16.27	11.66	5.11	0.38	-3.88	-1.66	0.11	5.00	10.91	15.80	20.69	22.69	22.08	17.94	11.63	6.02	0.55	6.60	6.57	8.35	8.50	11.25	9.49	11.04	8.25	7.16	6.73	8.38	7.62	15.24	16.51	5.08	1.77	0.00	0.00	0.00	0.00	0.00	0.00	1.52	9.39	TPS
USC00330430	BARNESVILLE	OH	39.99	-81.18	390.10	-6.94	-5.77	-1.83	3.77	9.27	14.44	16.72	15.61	11.55	5.66	0.94	-4.27	-2.58	-0.91	3.80	10.11	15.38	20.25	22.38	21.58	17.66	11.58	5.86	-0.08	7.77	6.52	8.94	9.37	11.86	11.81	11.30	8.63	8.78	7.89	9.62	8.71	28.44	19.81	12.44	4.06	0.00	0.00	0.00	0.00	0.00	0.12	3.81	16.51	TPS
USC00330563	BELLEFONTAINE	OH	40.35	-83.77	361.20	-8.16	-6.72	-1.94	4.00	9.88	15.22	17.05	16.33	12.11	5.61	0.44	-5.50	-3.77	-1.88	3.36	9.91	15.69	20.77	22.61	21.91	18.13	11.52	5.33	-1.27	6.75	5.63	7.26	8.99	10.76	11.43	10.64	9.52	7.31	6.75	8.30	7.74													TP
USC00330573	BELLEVILLE L&D	OH	39.11	-81.74	170.70																									7.84	7.13	10.10	8.40	11.43	9.72	9.80	8.66	7.41	7.16	8.02	8.55	11.93	6.35	7.11	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.50	3.30	PS
USC00330676	BEVERLY STP	OH	39.54	-81.62	195.10	-6.27	-5.27	-1.50	3.72	9.55	15.38	17.33	16.50	11.94	4.83	0.38	-4.11	-1.47	0.19	4.83	10.88	16.50	21.63	23.36	22.69	18.52	11.86	6.41	0.63	7.72	6.95	9.22	8.50	11.32	10.54	11.22	9.88	8.05	7.16	8.25	7.69													TP
USC00330862	BOWLING GREEN WWTP	OH	41.38	-83.61	205.70	-8.16	-7.05	-2.88	2.83	8.88	14.72	16.66	15.27	10.94	5.05	0.05	-5.38	-4.13	-2.61	2.44	9.00	15.13	20.83	22.80	21.50	17.58	11.11	4.91	-1.52																									T
USC00331042	BRYAN 2 SE	OH	41.46	-84.52	222.50	-8.55	-7.72	-3.27	3.05	9.00	14.77	16.77	15.33	10.88	4.33	-0.66	-6.22	-4.33	-2.88	2.38	9.22	15.27	20.86	22.97	21.50	17.55	10.80	4.52	-2.02	5.28	5.48	7.31	9.16	10.10	9.06	10.23	8.89	8.45	7.31	7.89	6.70													TP
USC00331057	BUCKEYE LAKE 1 N	OH	39.95	-82.48	270.40																									7.82	6.50	8.78	9.95	12.09	10.92	11.60	8.40	8.25	7.62	8.73	8.12	12.19	13.46	5.08	1.01	0.00	0.00	0.00	0.00	0.00	0.00	1.01	7.87	PS
USC00331072	BUCYRUS	OH	40.81	-82.96	291.10	-7.94	-6.94	-2.83	2.88	8.55	14.16	16.27	15.22	11.00	5.00	0.11	-5.22	-3.83	-2.47	2.52	9.19	14.91	20.30	22.33	21.33	17.41	10.91	4.86	-1.38	6.14	5.05	6.52	8.71	10.74	11.35	11.35	9.29	8.15	6.68	8.05	7.21	18.28	13.46	9.14	1.52	0.25	0.00	0.00	0.00	0.00	0.25	2.03	14.98	TPS
USC00331152	CADIZ	OH	40.26	-80.99	384.00	-8.27	-7.16	-2.94	3.05	8.55	13.61	15.94	15.16	11.11	4.77	-0.22	-5.72	-3.75	-2.08	2.72	9.22	14.55	19.38	21.58	20.94	17.05	10.66	4.86	-1.36	7.79	6.17	7.87	8.83	10.82	10.87	10.46	8.81	8.73	7.16	8.40	7.31	22.60	15.49	12.70	3.30	0.00	0.00	0.00	0.00	0.00	0.25	2.79	14.47	TPS
USC00331175	CALDWELL 3SE	OH	39.71	-81.46	268.20	-7.55	-6.72	-3.16	2.22	8.66	13.55	16.11	14.72	10.61	3.55	-0.88	-5.05	-2.11	-0.55	4.11	10.02	15.47	20.02	22.19	21.30	17.66	11.13	5.77	0.30	7.69	6.42	8.99	9.01	11.73	10.61	10.41	11.58	8.25	7.54	8.05	7.41													TP
USC00331197	CAMBRIDGE	OH	40.01	-81.57	243.80	-5.66	-4.44	-0.44	4.94	9.94	14.94	17.33	16.55	12.38	5.94	1.38	-3.50	-1.22	0.72	5.63	11.88	16.77	21.41	23.44	22.77	18.83	12.44	6.75	0.88	7.56	5.79	7.59	8.86	10.79	10.28	10.28	8.35	8.35	7.13	8.38	7.16	14.47	13.20	7.36	1.52	0.00	0.00	0.00	0.00	0.00	0.00	1.27	8.12	TPS
USC00331245	CANFIELD 1 S	OH	41.01	-80.76	347.50	-9.72	-8.38	-4.72	1.11	7.16	12.05	14.38	12.94	9.16	2.72	-1.33	-6.44	-4.41	-2.88	1.72	7.83	13.72	18.66	21.11	20.08	16.16	9.52	4.25	-1.63	5.41	5.10	6.57	7.74	9.04	9.42	9.22	9.14	8.12	6.78	7.13	6.07													TP
USC00331288	CARPENTER 2 S	OH	39.14	-82.21	250.50	-5.22	-4.44	-0.66	4.50	9.11	14.11	16.16	15.33	11.00	4.94	0.94	-3.77	-0.58	0.88	5.72	11.66	16.02	20.66	22.47	22.00	18.08	12.02	6.77	1.11	7.44	7.46	9.16	8.78	11.93	10.10	11.15	8.28	8.05	7.03	8.02	7.69	13.71	11.17	7.11	2.79	0.00	0.00	0.00	0.00	0.00	0.00	1.52	9.14	TPS
USC00331390	CELINA 3 NE	OH	40.56	-84.53	262.10	-7.00	-5.50	-0.94	4.88	10.66	16.00	17.61	16.55	12.55	6.77	1.44	-4.50	-3.27	-1.22	4.16	10.86	16.50	21.47	23.08	22.16	18.61	12.27	5.75	-0.97	5.91	5.46	6.57	8.99	10.10	10.33	12.21	9.01	6.60	6.73	8.22	6.78	25.65	20.06	10.41	2.28	0.00	0.00	0.00	0.00	0.00	0.50	2.79	14.73	TPS
USC00331404	CENTERBURG 2 SE	OH	40.30	-82.65	367.30	-8.16	-6.88	-2.16	3.66	9.22	14.50	16.44	15.44	11.11	4.88	0.16	-5.38	-3.41	-1.72	3.61	10.19	15.61	20.69	22.58	21.72	17.66	11.25	5.47	-0.88	7.18	6.40	7.89	9.70	11.37	11.60	10.71	8.71	7.46	7.26	8.91	8.28													TP
USC00331458	CHARDON	OH	41.58	-81.18	344.40	-9.22	-9.00	-4.83	1.22	6.77	12.05	14.38	13.50	9.66	4.00	-0.22	-5.72	-4.63	-3.69	0.83	7.63	13.30	18.47	20.66	19.80	15.94	9.86	4.47	-1.66	9.34	7.23	8.61	10.13	11.32	11.53	11.02	10.56	11.04	10.38	11.22	11.35	75.94	55.37	41.91	11.43	0.00	0.00	0.00	0.00	0.00	2.54	23.62	68.32	TPS
USC00331515	CHEVIOT	OH	39.15	-84.62	292.60	-5.66	-4.11	0.33	6.22	11.38	16.11	18.44	17.55	13.33	6.88	1.88	-3.61	-1.38	0.69	5.75	12.13	17.25	21.86	23.97	23.36	19.41	12.80	6.75	0.52	8.50	7.59	10.64	10.69	13.79	10.99	11.68	8.53	7.28	8.81	9.37	9.34	12.95	12.44	6.35	0.76	0.00	0.00	0.00	0.00	0.00	0.50	0.76	7.62	TPS
USC00331528	CHILLICOTHE MOUND CITY	OH	39.37	-83.00	198.10	-6.27	-4.88	-0.77	4.66	10.27	15.50	17.61	16.50	11.94	5.44	0.99	-4.00	-1.41	0.47	5.41	11.50	16.66	21.77	23.61	22.91	18.86	12.38	6.77	0.80	7.21	6.95	9.01	9.32	12.34	9.11	10.56	8.78	7.28	7.18	8.00	7.54													TP
USC00331536	CHILO MELDAHL LOCKS & DAM	OH	38.79	-84.17	152.40	-5.05	-4.11	-0.16	5.00	10.66	15.61	18.22	17.66	13.50	7.11	2.05	-3.00	-0.33	1.33	5.97	11.75	17.05	21.77	24.13	23.72	19.97	13.63	7.72	1.75	7.44	7.13	10.16	8.81	11.91	9.39	9.60	7.72	6.85	7.26	7.89	7.49													TP
USC00331541	CHIPPEWA LAKE	OH	41.05	-81.93	359.70	-8.11	-7.27	-3.05	2.94	8.38	13.72	15.83	15.16	11.22	5.05	0.27	-5.33	-4.02	-2.66	2.19	8.83	14.36	19.61	21.75	20.97	17.11	10.75	4.91	-1.50	6.62	5.53	7.39	8.68	10.08	9.88	10.69	9.19	8.58	6.98	8.25	7.74	24.13	19.81	16.25	5.58	0.00	0.00	0.00	0.00	0.00	0.25	5.33	24.89	TPS
USC00331550	CINCINNATI FERNBANK	OH	39.11	-84.69	152.40	-5.38	-4.11	0.00	5.22	11.11	16.33	18.72	17.83	13.44	6.88	2.00	-3.05	-0.75	1.11	5.91	11.86	17.27	22.11	24.27	23.66	19.72	13.22	7.50	1.38	8.83	7.72	11.04	11.27	15.26	11.17	10.92	9.01	7.49	8.89	9.72	9.80	9.90	11.68	5.08	0.12	0.00	0.00	0.00	0.00	0.00	0.12	0.50	5.84	TPS
USC00331592	CIRCLEVILLE	OH	39.61	-82.95	205.10	-6.05	-4.66	-0.83	4.61	10.22	15.55	17.38	16.50	12.22	5.94	1.05	-3.77	-1.58	0.16	4.91	11.19	16.52	21.61	23.33	22.66	18.88	12.50	6.55	0.55	6.47	5.46	7.46	8.99	12.29	9.70	9.77	8.25	7.39	7.49	7.92	7.62	16.25	9.90	3.04	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.50	5.08	TPS
USC00331777	COLUMBUS HAP CREMEAN W	OH	40.06	-82.89	243.80																									7.03	5.56	7.36	8.83	11.12	10.74	11.60	9.22	7.56	7.08	8.17	7.72													P
USC00331783	COLUMBUS VLY CROSSING	OH	39.90	-82.92	231.60	-7.44	-5.88	-1.72	4.38	10.16	15.44	17.55	16.27	11.94	5.16	0.22	-4.77	-2.33	-0.16	4.72	11.38	16.97	22.00	23.86	22.86	19.05	12.30	6.30	0.25	7.26	5.89	7.95	9.55	11.58	9.42	11.22	8.00	7.69	6.88	8.43	7.97	26.16	12.70	4.57	1.52	0.00	0.00	0.00	0.00	0.00	0.12	1.01	7.36	TPS
USC00331858	COOPERDALE	OH	40.22	-82.06	237.70																									7.67	6.22	8.10	9.16	10.59	11.07	9.57	8.22	7.67	7.36	8.28	8.25	16.76	9.90	6.35	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.76	9.14	PS
USC00331890	COSHOCTON WPC PLT	OH	40.24	-81.87	231.60	-6.50	-5.27	-1.22	4.16	9.44	14.50	16.72	15.88	11.55	5.11	0.44	-4.33	-2.00	-0.22	4.58	10.72	15.88	20.63	22.69	21.91	17.91	11.58	5.88	0.08	7.56	6.19	8.48	9.65	11.55	10.26	11.20	9.27	7.95	7.34	8.83	7.72	16.00	11.43	7.87	2.03	0.00	0.00	0.00	0.00	0.00	0.12	1.27	8.63	TPS
USC00331905	COSHOCTON AG RSCH STN	OH	40.37	-81.79	347.50	-7.33	-5.77	-1.50	4.94	10.44	15.44	17.55	16.83	12.94	6.38	1.22	-4.44	-2.94	-1.13	3.66	10.44	15.83	20.77	22.80	22.13	18.36	11.77	5.91	-0.44	6.37	5.28	7.41	8.63	10.26	10.36	10.84	8.96	7.51	6.37	7.89	6.95													TP
USC00332044	DANVILLE 2 W	OH	40.43	-82.30	295.70	-8.88	-7.88	-3.61	1.50	7.16	12.61	14.72	13.61	9.11	2.61	-1.38	-6.16	-3.83	-2.22	2.77	8.80	14.27	19.50	21.55	20.72	16.61	10.05	4.66	-1.27	7.13	6.22	7.95	9.01	11.86	11.70	11.22	8.63	8.02	7.01	8.28	8.17	30.98	24.89	16.00	4.31	0.12	0.00	0.00	0.00	0.00	0.12	5.08	21.08	TPS
USC00332067	DAYTON MCD	OH	39.76	-84.19	227.10	-5.66	-4.33	0.00	6.05	11.83	17.27	19.38	18.38	13.88	7.38	2.11	-3.22	-1.66	0.16	5.22	11.97	17.66	23.02	25.08	24.25	20.02	13.25	6.91	0.58	7.23	5.86	8.43	10.18	12.21	10.13	10.87	7.23	6.88	7.28	8.43	7.64	13.46	5.58	4.31	0.25	0.00	0.00	0.00	0.00	0.00	0.12	0.25	7.36	TPS
USC00332098	DEFIANCE	OH	41.27	-84.38	213.40	-8.11	-6.88	-2.44	3.44	9.27	15.05	17.16	16.16	11.83	5.61	0.49	-5.22	-4.08	-2.52	2.72	9.52	15.41	21.02	23.13	22.05	18.08	11.38	5.05	-1.50	5.53	5.33	6.37	8.66	10.05	9.24	10.38	7.67	8.25	7.49	7.79	6.90													TP
USC00332119	DELAWARE	OH	40.31	-83.07	280.40	-7.22	-6.33	-2.05	3.77	9.38	15.05	17.16	15.61	11.00	5.05	-0.05	-4.88	-2.44	-1.05	3.86	10.44	16.05	21.33	23.30	22.25	18.27	11.83	5.75	-0.33	6.19	5.15	6.52	8.22	10.74	11.07	11.17	7.67	7.74	7.28	8.48	6.95													TP
USC00332160	DENNISON WATER WORKS	OH	40.40	-81.34	262.10	-7.11	-5.94	-2.11	3.00	8.50	13.50	16.00	14.94	10.50	4.27	0.22	-4.61	-2.97	-1.11	3.66	9.72	15.13	20.02	22.38	21.50	17.11	10.66	5.36	-0.55	7.39	5.41	8.05	9.06	10.23	11.37	9.95	9.22	8.83	6.88	8.40	7.72													TP
