ID	StationNumber	lat	lon	elev	state	station_Name	Field7	Field8	Field9	Field10	StationID
615	258480	41.78	-96.22	338.30	NE	TEKAMAH	------	------	------	6	USH00258480
616	258915	42.26	-96.86	423.70	NE	WAKEFIELD	------	------	------	6	USH00258915
617	259090	40.86	-96.14	335.30	NE	WEEPING WATER	------	------	------	6	USH00259090
618	259510	40.86	-97.59	490.70	NE	YORK	------	------	------	6	USH00259510
619	260507	39.49	-117.06	2066.50	NV	AUSTIN #2	------	------	------	8	USH00260507
620	260691	40.61	-116.89	1373.10	NV	BATTLE MOUNTAIN 4SE	260688	------	------	8	USH00260691
621	261071	35.98	-114.84	762.00	NV	BOULDER CITY	------	------	------	8	USH00261071
622	262573	40.82	-115.78	1533.10	NV	ELKO RGNL AP	------	------	------	8	USH00262573
623	262780	39.45	-118.78	1208.50	NV	FALLON EXP STN	------	------	------	8	USH00262780
624	263245	40.95	-117.49	1339.30	NV	GOLCONDA	------	------	------	8	USH00263245
625	264698	40.19	-118.47	1211.60	NV	LOVELOCK	------	------	------	8	USH00264698
626	264950	39.41	-114.77	1911.10	NV	MCGILL	------	------	------	8	USH00264950
627	265168	38.38	-118.10	1391.70	NV	MINA	------	------	------	8	USH00265168
628	266779	39.48	-119.77	1344.20	NV	RENO AP	------	------	------	8	USH00266779
629	267369	35.46	-114.92	1079.00	NV	SEARCHLIGHT	------	------	------	8	USH00267369
630	268988	41.10	-114.97	1737.40	NV	WELLS	------	------	------	8	USH00268988
631	269171	40.90	-117.80	1309.40	NV	WINNEMUCCA AP	------	------	------	8	USH00269171
632	270706	44.30	-71.65	359.70	NH	BETHLEHEM 2	270703	------	------	5	USH00270706
633	272174	43.15	-70.95	24.40	NH	DURHAM	------	------	------	5	USH00272174
634	272999	45.08	-71.28	506.00	NH	FIRST CONNECTICUT LAKE	------	------	------	5	USH00272999
635	273850	43.70	-72.28	183.80	NH	HANOVER	------	------	------	5	USH00273850
636	274399	42.93	-72.32	158.50	NH	KEENE	------	------	------	5	USH00274399
637	280325	39.37	-74.42	3.00	NJ	ATLANTIC CITY	------	------	------	5	USH00280325
638	280734	40.82	-75.08	80.20	NJ	BELVIDERE BRG	280729	------	------	5	USH00280734
639	280907	40.90	-74.40	85.30	NJ	BOONTON 1 SE	------	------	------	5	USH00280907
640	281582	41.03	-74.42	231.60	NJ	CHARLOTTEBURG RSVR	------	------	------	5	USH00281582
641	283029	40.56	-74.88	79.20	NJ	FLEMINGTON 5 NNW	------	------	------	5	USH00283029
642	283951	40.26	-74.56	30.50	NJ	HIGHTSTOWN 2 W	------	------	------	5	USH00283951
643	284229	39.81	-74.78	30.50	NJ	INDIAN MILLS 2 W	------	------	------	5	USH00284229
644	284987	40.27	-74.00	9.10	NJ	LONG BRANCH OAKHURST	------	------	------	5	USH00284987
645	285728	39.95	-74.96	13.70	NJ	MOORESTOWN	------	------	------	5	USH00285728
646	286055	40.47	-74.43	26.20	NJ	NEW BRUNSWICK 3 SE	286062	------	------	5	USH00286055
647	287079	40.60	-74.40	27.40	NJ	PLAINFIELD	------	------	------	5	USH00287079
648	288816	39.95	-74.21	30.50	NJ	TOMS RIVER	288899	------	------	5	USH00288816
649	290692	36.83	-108.00	1720.30	NM	AZTEC RUINS NM	------	------	------	7	USH00290692
650	290858	35.52	-104.09	1371.60	NM	BELL RANCH	------	------	------	7	USH00290858
651	291469	32.34	-104.22	951.00	NM	CARLSBAD	------	------	------	7	USH00291469
652	291515	33.63	-105.89	1647.40	NM	CARRIZOZO 1SW	------	------	------	7	USH00291515
653	291664	36.91	-106.57	2392.70	NM	CHAMA	------	------	------	7	USH00291664
654	291813	36.46	-104.94	1993.40	NM	CIMARRON 4 SW	------	------	------	7	USH00291813
655	291887	36.44	-103.15	1511.80	NM	CLAYTON MUNI ARPK AP	------	------	------	7	USH00291887
656	292608	36.93	-107.00	2070.50	NM	DULCE	052432	------	------	7	USH00292608
657	292848	33.14	-107.18	1394.80	NM	ELEPHANT BUTTE DAM	------	------	------	7	USH00292848
658	293265	32.79	-108.15	1872.10	NM	FT BAYARD	------	------	------	7	USH00293265
659	293294	34.46	-104.23	1226.80	NM	FT SUMNER	------	------	------	7	USH00293294
660	293368	32.22	-108.08	1365.20	NM	GAGE	------	------	------	7	USH00293368
661	294369	35.77	-106.68	1908.70	NM	JEMEZ SPRINGS	------	------	------	7	USH00294369
662	294426	32.61	-106.74	1300.30	NM	JORNADA EXP RANGE	------	------	------	7	USH00294426
663	294862	35.56	-105.21	1935.20	NM	LAS VEGAS WWTP	294850	------	------	7	USH00294862
664	295150	34.76	-106.76	1475.20	NM	LOS LUNAS 3 SSW	295147	------	------	7	USH00295150
665	295273	33.82	-108.94	2148.80	NM	LUNA RS	------	------	------	7	USH00295273
666	295960	32.95	-105.82	2066.50	NM	MTN PARK	------	------	------	7	USH00295960
667	295965	34.52	-106.26	1987.30	NM	MOUNTAINAIR	------	------	------	7	USH00295965
668	296435	32.37	-106.09	1274.70	NM	OROGRANDE	------	------	------	7	USH00296435
669	297323	36.70	-105.40	2644.40	NM	RED RIVER	------	------	------	7	USH00297323
670	297610	33.30	-104.50	1112.20	NM	ROSWELL IND AP	297609	------	------	7	USH00297610
671	297867	35.10	-103.32	1289.30	NM	SAN JON	------	------	------	7	USH00297867
672	298107	34.93	-104.68	1405.10	NM	SANTA ROSA	------	------	------	7	USH00298107
673	298387	34.08	-106.88	1397.50	NM	SOCORRO	------	------	------	7	USH00298387
674	298501	36.36	-104.58	1794.70	NM	SPRINGER	------	------	------	7	USH00298501
675	298535	32.28	-106.75	1182.90	NM	STATE UNIV	290131	------	------	7	USH00298535
676	299156	35.20	-103.68	1245.40	NM	TUCUMCARI 4 NE	------	------	------	7	USH00299156
677	299165	33.07	-106.04	1350.30	NM	TULAROSA	------	------	------	7	USH00299165
678	300023	42.10	-77.23	304.50	NY	ADDISON	------	------	------	5	USH00300023
679	300042	42.74	-73.80	83.80	NY	ALBANY INTL AP	300047	------	------	5	USH00300042
680	300085	42.26	-77.78	539.50	NY	ALFRED	------	------	------	5	USH00300085
681	300093	42.10	-78.75	457.20	NY	ALLEGANY SP	------	------	------	5	USH00300093
682	300183	42.30	-77.98	440.40	NY	ANGELICA	------	------	------	5	USH00300183
683	300321	42.93	-76.54	234.70	NY	AUBURN	------	------	------	5	USH00300321
684	300443	43.03	-78.16	278.30	NY	BATAVIA	------	------	------	5	USH00300443
685	300687	42.20	-75.98	486.20	NY	BINGHAMTON GREATER AP	300691	------	------	5	USH00300687
686	300889	40.94	-72.30	18.30	NY	BRIDGEHAMPTON	------	------	------	5	USH00300889
687	300937	43.20	-77.93	163.10	NY	BROCKPORT	------	------	------	5	USH00300937
688	301012	42.94	-78.73	214.90	NY	BUFFALO NIAGARA INTL	------	------	------	5	USH00301012
689	301185	44.57	-75.10	136.60	NY	CANTON 4 SE	------	------	------	5	USH00301185
690	301401	44.87	-73.39	47.90	NY	CHAZY	------	------	------	5	USH00301401
691	301752	42.71	-74.92	383.10	NY	COOPERSTOWN	------	------	------	5	USH00301752
692	301799	42.60	-76.18	344.10	NY	CORTLAND	------	------	------	5	USH00301799
693	301966	44.71	-73.72	408.40	NY	DANNEMORA	------	------	------	5	USH00301966
694	301974	42.56	-77.71	201.20	NY	DANSVILLE	------	------	------	5	USH00301974
695	302060	42.06	-75.42	304.80	NY	DEPOSIT	300360	------	------	5	USH00302060
696	302129	41.00	-73.83	61.00	NY	DOBBS FERRY ARDSLEY	307497	------	------	5	USH00302129
697	302610	42.09	-76.83	288.60	NY	ELMIRA	------	------	------	5	USH00302610
698	303033	42.44	-79.31	231.60	NY	FREDONIA	------	------	------	5	USH00303033
699	303184	42.87	-77.03	218.80	NY	GENEVA RSCH FARM	303177	------	------	5	USH00303184
700	303259	41.51	-73.93	83.80	NY	GLENHAM	------	------	------	5	USH00303259
701	303319	43.04	-74.35	246.90	NY	GLOVERSVILLE	------	------	------	5	USH00303319
702	303773	42.77	-77.60	274.90	NY	HEMLOCK	------	------	------	5	USH00303773
703	304102	43.75	-74.26	506.00	NY	INDIAN LAKE 2SW	------	------	------	5	USH00304102
704	304174	42.44	-76.44	292.60	NY	ITHACA CORNELL UNIV	304178	------	------	5	USH00304174
705	304555	44.24	-73.98	591.30	NY	LAKE PLACID 2 S	------	------	------	5	USH00304555
706	304647	44.75	-74.66	142.00	NY	LAWRENCEVILLE 3 SW	------	------	------	5	USH00304647
707	304791	43.06	-74.86	274.30	NY	LITTLE FALLS CITY RSVR	------	------	------	5	USH00304791
708	304796	43.03	-74.86	109.70	NY	LITTLE FALLS MILL ST	------	------	------	5	USH00304796
709	304844	43.13	-78.68	184.40	NY	LOCKPORT 3 S	------	------	------	5	USH00304844
710	304912	43.79	-75.48	262.10	NY	LOWVILLE	------	------	------	5	USH00304912
711	304996	44.84	-74.30	268.20	NY	MALONE	301387	------	------	5	USH00304996
712	305113	42.46	-75.01	373.40	NY	MARYLAND 9 SW	306224	306232	------	5	USH00305113
713	305426	41.76	-74.15	379.50	NY	MOHONK LAKE	------	------	------	5	USH00305426
714	305512	42.84	-75.72	396.20	NY	MORRISVILLE 6 SW	------	------	------	5	USH00305512
715	305801	40.77	-73.96	39.60	NY	NY CITY CNTRL PARK	------	------	------	5	USH00305801
716	306085	42.51	-75.51	301.40	NY	NORWICH	------	------	------	5	USH00306085
717	306164	44.72	-75.44	85.30	NY	OGDENSBURG 4 NE	------	------	------	5	USH00306164
718	306314	43.46	-76.49	106.70	NY	OSWEGO EAST	------	------	------	5	USH00306314
719	306774	41.38	-74.68	143.30	NY	PORT JERVIS	------	------	------	5	USH00306774
720	306820	41.59	-73.91	51.80	NY	POUGHKEEPSIE	306817	------	------	5	USH00306820
721	307167	43.11	-77.67	162.50	NY	ROCHESTER INTL AP	------	------	------	5	USH00307167
722	307484	43.03	-73.81	94.50	NY	SARATOGA SPRINGS 4 SW	303452	------	------	5	USH00307484
723	307633	40.95	-73.10	12.20	NY	SETAUKET STRONG	------	------	------	5	USH00307633
724	308248	42.69	-73.83	515.10	NY	STILLWATER RSVR	------	------	------	5	USH00308248
725	308383	43.10	-76.10	125.00	NY	SYRACUSE WSO AP	------	------	------	5	USH00308383
726	308600	42.75	-73.68	7.30	NY	TROY L&D	307513	------	------	5	USH00308600
727	308631	44.23	-74.43	512.10	NY	TUPPER LAKE SUNMOUNT	------	------	------	5	USH00308631
728	308737	43.14	-75.38	216.70	NY	UTICA FAA AP	308733	308739	------	5	USH00308737
729	308906	41.55	-74.16	115.80	NY	WALDEN 1 ESE	308902	------	------	5	USH00308906
730	308910	42.74	-78.51	332.20	NY	WALES	308058	------	------	5	USH00308910
731	308944	44.14	-74.90	460.20	NY	WANAKENA RNGR SCHOOL	------	------	------	5	USH00308944
732	309000	43.97	-75.87	151.50	NY	WATERTOWN	------	------	------	5	USH00309000
733	309292	41.39	-73.96	97.50	NY	WEST POINT	------	------	------	5	USH00309292
734	309670	41.26	-73.79	204.20	NY	YORKTOWN HEIGHTS 1 W	301207	------	------	5	USH00309670
735	310090	35.39	-80.19	185.90	NC	ALBEMARLE	------	------	------	5	USH00310090
736	311458	35.23	-75.62	3.40	NC	CAPE HATTERAS AP	313897	------	------	5	USH00311458
737	311677	35.90	-79.07	152.40	NC	CHAPEL HILL 2 W	------	------	------	5	USH00311677
738	312635	36.01	-76.55	3.00	NC	EDENTON	------	------	------	5	USH00312635
739	312719	36.30	-76.20	2.40	NC	ELIZABETH CITY	------	------	------	5	USH00312719
740	313017	35.05	-78.85	29.30	NC	FAYETTEVILLE PWC	------	------	------	5	USH00313017
741	313510	35.34	-77.96	33.20	NC	GOLDSBORO 4 SE	------	------	------	5	USH00313510
742	313969	36.34	-78.41	146.30	NC	HENDERSON 2 NNW	------	------	------	5	USH00313969
743	313976	35.32	-82.44	658.40	NC	HENDERSONVILLE 1 NE	------	------	------	5	USH00313976
744	314055	35.05	-83.18	1170.40	NC	HIGHLANDS	------	------	------	5	USH00314055
745	314684	35.19	-77.54	7.30	NC	KINSTON 7 SE	------	------	------	5	USH00314684
746	314938	35.91	-81.53	365.80	NC	LENOIR	------	------	------	5	USH00314938
747	315123	36.10	-78.30	79.20	NC	LOUISBURG	------	------	------	5	USH00315123
748	315177	34.62	-79.02	34.10	NC	LUMBERTON	------	------	------	5	USH00315177
749	315340	35.66	-82.02	446.80	NC	MARION 2 NW	------	------	------	5	USH00315340
750	315356	35.80	-82.66	609.60	NC	MARSHALL	------	------	------	5	USH00315356
751	315771	34.97	-80.52	167.60	NC	MONROE 2 SE	------	------	------	5	USH00315771
752	315830	34.73	-76.73	3.00	NC	MOREHEAD CITY 2 WNW	310626	------	------	5	USH00315830
753	315838	35.73	-81.67	353.60	NC	MORGANTON	------	------	------	5	USH00315838
754	315890	36.49	-80.65	317.30	NC	MT AIRY 2 W	------	------	------	5	USH00315890
755	317202	36.38	-79.69	271.30	NC	REIDSVILLE 2 NW	317197	------	------	5	USH00317202
756	317615	35.68	-80.48	213.40	NC	SALISBURY	------	------	------	5	USH00317615
757	317994	35.51	-78.34	45.70	NC	SMITHFIELD	------	------	------	5	USH00317994
758	318113	33.99	-78.00	6.10	NC	SOUTHPORT 5 N	------	------	------	5	USH00318113
759	318292	35.81	-80.88	289.60	NC	STATESVILLE 2 NNE	------	------	------	5	USH00318292
760	318500	35.88	-77.53	10.70	NC	TARBORO 1 S	------	------	------	5	USH00318500
761	318694	36.39	-81.30	876.30	NC	TRANSOU	310506	------	------	5	USH00318694
762	319147	35.48	-82.96	810.20	NC	WAYNESVILLE 1 E	------	------	------	5	USH00319147
763	319476	35.69	-77.94	33.50	NC	WILSON 3 SW	316044	------	------	5	USH00319476
764	320941	48.82	-100.44	496.20	ND	BOTTINEAU	------	------	------	6	USH00320941
765	321408	46.87	-97.23	285.00	ND	CASSELTON AGRONOMY FM	325660	------	------	6	USH00321408
766	321871	48.90	-103.29	595.00	ND	CROSBY	------	------	------	6	USH00321871
767	322188	46.89	-102.81	749.80	ND	DICKINSON EXP STN	------	------	------	7	USH00322188
768	322365	47.34	-102.58	671.80	ND	DUNN CENTER 1E	------	------	------	7	USH00322365
769	323207	46.05	-100.66	510.50	ND	FT YATES 4 SW	------	------	------	6	USH00323207
770	323287	46.15	-98.40	437.40	ND	FULLERTON 1 ESE	------	------	------	6	USH00323287
771	323594	48.41	-97.42	252.10	ND	GRAFTON	------	------	------	6	USH00323594
772	323621	47.92	-97.09	253.00	ND	GRAND FORKS UNIV NWS	------	------	------	6	USH00323621
773	324178	45.99	-102.64	816.90	ND	HETTINGER	------	------	------	7	USH00324178
774	324203	47.43	-97.06	277.40	ND	HILLSBORO 3 N	------	------	------	6	USH00324203
775	324418	46.88	-98.68	447.10	ND	JAMESTOWN STATE HOSP	------	------	------	6	USH00324418
776	324958	48.76	-98.34	492.30	ND	LANGDON EXP FARM	------	------	------	6	USH00324958
777	325220	46.45	-97.68	336.50	ND	LISBON	------	------	------	6	USH00325220
778	325479	46.81	-100.90	533.40	ND	MANDAN EXP STN	------	------	------	6	USH00325479
779	326015	46.67	-100.22	548.60	ND	MOFFIT 3 SE	328366	------	------	6	USH00326015
780	326155	46.37	-102.31	772.70	ND	MOTT	------	------	------	7	USH00326155
781	326255	46.50	-99.76	603.50	ND	NAPOLEON	------	------	------	6	USH00326255
782	326315	46.54	-102.86	804.40	ND	NEW ENGLAND	------	------	------	7	USH00326315
783	326947	48.97	-97.24	240.80	ND	PEMBINA	------	------	------	6	USH00326947
784	327530	46.88	-102.31	752.90	ND	RICHARDTON ABBEY	------	------	------	7	USH00327530
785	328792	48.37	-100.39	451.10	ND	TOWNER 2 NE	------	------	------	6	USH00328792
786	329100	46.32	-96.61	291.40	ND	WAHPETON 3 N	------	------	------	6	USH00329100
787	329445	48.60	-100.29	449.00	ND	WILLOW CITY	------	------	------	6	USH00329445
788	331072	40.81	-82.96	291.10	OH	BUCYRUS	------	------	------	5	USH00331072
789	331152	40.26	-80.99	384.00	OH	CADIZ	------	------	------	5	USH00331152
790	331541	41.05	-81.93	359.70	OH	CHIPPEWA LAKE	------	------	------	5	USH00331541
791	331592	39.61	-82.95	205.10	OH	CIRCLEVILLE	------	------	------	5	USH00331592
792	331890	40.24	-81.87	231.60	OH	COSHOCTON WPC PLT	------	------	------	5	USH00331890
793	332098	41.27	-84.38	213.40	OH	DEFIANCE	335664	335669	------	5	USH00332098
794	332119	40.31	-83.07	280.40	OH	DELAWARE	------	------	------	5	USH00332119
795	332791	41.04	-83.66	234.10	OH	FINDLAY WPCC	------	------	------	5	USH00332791
796	333375	40.10	-84.65	312.10	OH	GREENVILLE WTP	------	------	------	5	USH00333375
797	333758	39.20	-83.61	335.30	OH	HILLSBORO	------	------	------	5	USH00333758
798	333780	41.30	-81.15	374.90	OH	HIRAM	------	------	------	5	USH00333780
799	334189	40.64	-83.60	303.30	OH	KENTON	------	------	------	5	USH00334189
800	335041	39.65	-81.85	231.60	OH	MC CONNELLSVILLE LK 7	------	------	------	5	USH00335041
801	335297	40.55	-81.91	249.60	OH	MILLERSBURG	------	------	------	5	USH00335297
802	335315	40.76	-80.85	356.60	OH	MILLPORT 4 NE	------	------	------	5	USH00335315
803	336118	41.26	-82.61	204.20	OH	NORWALK WWTP	------	------	------	5	USH00336118
804	336196	41.26	-82.21	248.70	OH	OBERLIN	------	------	------	5	USH00336196
805	336600	39.83	-81.91	310.90	OH	PHILO 3 SW	------	------	------	5	USH00336600
806	336781	38.75	-82.88	164.60	OH	PORTSMOUTH-SCIOTOVILLE	------	------	------	5	USH00336781
807	338313	41.11	-83.16	225.60	OH	TIFFIN	------	------	------	5	USH00338313
808	338534	40.83	-83.28	260.30	OH	UPPER SANDUSKY	------	------	------	5	USH00338534
809	338552	40.10	-83.78	304.80	OH	URBANA WWTP	------	------	------	5	USH00338552
810	338769	41.20	-80.81	274.30	OH	WARREN 3 S	------	------	------	5	USH00338769
811	338822	41.51	-84.14	228.60	OH	WAUSEON WTP	------	------	------	5	USH00338822
812	338830	39.11	-82.97	170.70	OH	WAVERLY	------	------	------	5	USH00338830
813	339312	40.78	-81.91	310.90	OH	WOOSTER EXP STN	------	------	------	5	USH00339312
814	340017	34.78	-96.68	309.40	OK	ADA	------	------	------	6	USH00340017
815	340179	34.59	-99.33	420.60	OK	ALTUS IRIG RSCH STN	------	------	------	6	USH00340179
816	340256	34.22	-95.61	143.30	OK	ANTLERS	------	------	------	6	USH00340256
817	340292	34.17	-97.12	268.20	OK	ARDMORE	------	------	------	6	USH00340292
818	340548	36.76	-96.02	217.90	OK	BARTLESVILLE MUNI AP	------	------	------	6	USH00340548
819	340593	36.81	-100.53	751.30	OK	BEAVER	------	------	------	6	USH00340593
820	340908	36.72	-102.48	1259.70	OK	BOISE CITY 2 E	------	------	------	6	USH00340908
821	341243	36.80	-99.64	588.30	OK	BUFFALO 2 SSW	------	------	------	6	USH00341243
822	341504	35.17	-98.57	451.40	OK	CARNEGIE 5 NE	------	------	------	6	USH00341504
823	341724	36.77	-98.35	359.70	OK	CHEROKEE	------	------	------	6	USH00341724
824	341828	36.32	-95.58	179.20	OK	CLAREMORE 2 ENE	------	------	------	6	USH00341828
825	342678	34.00	-96.36	182.90	OK	DURANT	------	------	------	6	USH00342678
826	342912	36.41	-97.87	379.50	OK	ENID	------	------	------	6	USH00342912
827	342944	35.21	-99.86	627.90	OK	ERICK	------	------	------	6	USH00342944
828	343497	35.62	-98.32	487.70	OK	GEARY	------	------	------	6	USH00343497
829	343628	36.59	-101.61	1008.90	OK	GOODWELL RSCH STN	------	------	------	6	USH00343628
830	343821	35.81	-97.39	338.30	OK	GUTHRIE 5S	------	------	------	6	USH00343821
831	343871	35.58	-99.39	554.70	OK	HAMMON 3 SSW	------	------	------	6	USH00343871
832	344055	36.09	-97.83	357.80	OK	HENNESSEY 4 ESE	------	------	------	6	USH00344055
833	344204	34.98	-99.05	474.30	OK	HOBART MUNI AP	------	------	------	6	USH00344204
834	344235	35.05	-96.38	260.60	OK	HOLDENVILLE 2SSE	------	------	------	6	USH00344235
835	344298	36.85	-101.21	912.90	OK	HOOKER	------	------	------	6	USH00344298
836	344573	36.72	-97.79	318.50	OK	JEFFERSON	------	------	------	6	USH00344573
837	344766	36.90	-102.96	1325.90	OK	KENTON	------	------	------	6	USH00344766
838	344861	35.85	-97.92	320.00	OK	KINGFISHER	------	------	------	6	USH00344861
839	345063	34.60	-98.45	350.50	OK	LAWTON	------	------	------	6	USH00345063
840	345509	34.89	-99.50	486.20	OK	MANGUM	------	------	------	6	USH00345509
841	345779	35.50	-96.97	281.90	OK	MEEKER 5 W	------	------	------	6	USH00345779
842	345855	36.88	-94.88	245.40	OK	MIAMI	------	------	------	6	USH00345855
843	346130	35.77	-95.33	157.90	OK	MUSKOGEE	------	------	------	6	USH00346130
844	346139	36.22	-99.17	576.10	OK	MUTUAL	------	------	------	6	USH00346139
845	346278	36.89	-97.05	347.50	OK	NEWKIRK 1NW	------	------	------	6	USH00346278
846	346629	36.12	-98.31	370.30	OK	OKEENE	------	------	------	6	USH00346629
847	346638	35.42	-96.30	285.00	OK	OKEMAH	------	------	------	6	USH00346638
848	346670	35.62	-96.02	197.20	OK	OKMULGEE WTR WKS	------	------	------	6	USH00346670
849	346926	34.72	-97.28	286.50	OK	PAULS VALLEY 4 WSW	------	------	------	6	USH00346926
850	346935	36.66	-96.34	254.50	OK	PAWHUSKA	------	------	------	6	USH00346935
851	347012	36.28	-97.28	312.40	OK	PERRY	------	------	------	6	USH00347012
852	347254	35.05	-94.62	134.10	OK	POTEAU WTR WKS	347246	------	------	6	USH00347254
853	348501	36.11	-97.09	272.80	OK	STILLWATER 2 W	------	------	------	6	USH00348501
854	348677	35.93	-94.96	259.10	OK	TAHLEQUAH	------	------	------	6	USH00348677
855	349395	34.17	-97.99	278.00	OK	WAURIKA	------	------	------	6	USH00349395
856	349422	35.52	-98.69	493.20	OK	WEATHERFORD	------	------	------	6	USH00349422
857	349445	35.48	-95.20	167.60	OK	WEBBERS FALLS 5 WSW	------	------	------	6	USH00349445
858	350304	42.21	-122.71	532.20	OR	ASHLAND	------	------	------	8	USH00350304
859	350328	46.15	-123.88	2.70	OR	ASTORIA AP PORT OF	350324	------	------	8	USH00350328
860	350412	44.84	-117.80	1024.40	OR	BAKER CITY AP	350417	------	------	8	USH00350412
861	350694	44.05	-121.28	1115.60	OR	BEND	------	------	------	8	USH00350694
862	351055	42.03	-124.24	15.20	OR	BROOKINGS 2 SE	------	------	------	8	USH00351055
863	351433	44.39	-122.48	292.60	OR	CASCADIA	------	------	------	8	USH00351433
864	351765	45.23	-120.18	865.60	OR	CONDON	------	------	------	8	USH00351765
865	351862	44.63	-123.19	68.60	OR	CORVALLIS STATE UNIV	------	------	------	8	USH00351862
866	351897	43.79	-123.02	181.40	OR	COTTAGE GROVE 1 NNE	------	------	------	8	USH00351897
867	351946	42.89	-122.13	1973.60	OR	CRATER LAKE NPS HQ	------	------	------	8	USH00351946
868	352135	42.94	-117.33	1287.80	OR	DANNER	------	------	------	7	USH00352135
869	352406	43.66	-123.32	89.00	OR	DRAIN	------	------	------	8	USH00352406
870	352440	45.45	-121.13	405.40	OR	DUFUR	------	------	------	8	USH00352440
871	352997	45.52	-123.10	54.90	OR	FOREST GROVE	------	------	------	8	USH00352997
872	353095	43.39	-121.21	1404.80	OR	FREMONT 5 NW	------	------	------	8	USH00353095
873	353445	42.42	-123.32	283.50	OR	GRANTS PASS	------	------	------	8	USH00353445
874	353770	45.44	-122.15	228.00	OR	HEADWORKS PORTLAND WTR	------	------	------	8	USH00353770
875	353827	45.36	-119.56	574.50	OR	HEPPNER	------	------	------	8	USH00353827
876	353847	45.82	-119.26	195.10	OR	HERMISTON 1 SE	------	------	------	8	USH00353847
877	354003	45.68	-121.51	152.40	OR	HOOD RIVER EXP STN	------	------	------	8	USH00354003
878	354506	42.20	-121.78	1249.10	OR	KLAMATH FALLS 2 SSW	------	------	------	8	USH00354506
879	354670	42.21	-120.36	1456.30	OR	LAKEVIEW 2 NNW	------	------	------	8	USH00354670
880	355162	43.26	-118.84	1255.20	OR	MALHEUR REFUGE HQ	358924	------	------	8	USH00355162
881	355362	44.17	-122.11	450.50	OR	MCKENZIE BRG RS	------	------	------	8	USH00355362
882	355384	45.22	-123.16	47.20	OR	MC MINNVILLE	------	------	------	8	USH00355384
883	355593	45.94	-118.40	295.70	OR	MILTON FREEWATER	------	------	------	8	USH00355593
884	355734	45.48	-120.72	570.00	OR	MORO	------	------	------	8	USH00355734
885	356032	44.64	-124.05	37.20	OR	NEWPORT	------	------	------	8	USH00356032
886	356073	43.41	-124.24	1.80	OR	NORTH BEND FCWOS	------	------	------	8	USH00356073
887	356426	42.69	-120.54	1328.90	OR	PAISLEY	------	------	------	8	USH00356426
888	356634	45.47	-118.82	524.30	OR	PILOT ROCK 1 SE	------	------	------	8	USH00356634
889	356883	44.30	-120.80	888.50	OR	PRINEVILLE	------	------	------	8	USH00356883
890	356907	42.73	-122.51	756.50	OR	PROSPECT 2 SW	------	------	------	8	USH00356907
891	357169	42.95	-123.35	207.30	OR	RIDDLE	------	------	------	8	USH00357169
892	357331	43.21	-123.36	129.50	OR	ROSEBURG KQEN	357326	------	------	8	USH00357331
893	358466	45.12	-122.07	341.40	OR	THREE LYNX	------	------	------	8	USH00358466
894	358494	45.45	-123.87	3.00	OR	TILLAMOOK 1 W	------	------	------	8	USH00358494
895	358746	45.20	-117.87	842.80	OR	UNION EXP STN	------	------	------	8	USH00358746
896	358797	43.98	-117.24	682.80	OR	VALE	------	------	------	7	USH00358797
897	358997	45.57	-117.53	890.90	OR	WALLOWA	------	------	------	8	USH00358997
898	360106	40.65	-75.44	118.90	PA	ALLENTOWN AP	------	------	------	5	USH00360106
899	361354	39.93	-77.63	195.10	PA	CHAMBERSBURG 1 ESE	------	------	------	5	USH00361354
900	362537	39.80	-77.22	164.60	PA	EISENHOWER NHS	363218	------	------	5	USH00362537
901	362682	42.08	-80.18	222.50	PA	ERIE WSO AP	362677	------	------	5	USH00362682
902	363028	41.40	-79.83	309.40	PA	FRANKLIN	------	------	------	5	USH00363028
903	363526	41.41	-80.36	344.40	PA	GREENVILLE 2 NE	------	------	------	5	USH00363526
904	364385	40.33	-78.91	370.00	PA	JOHNSTOWN	------	------	------	5	USH00364385
905	364896	40.33	-76.46	137.20	PA	LEBANON 2 W	363699	------	------	5	USH00364896
906	365915	41.85	-75.85	432.80	PA	MONTROSE	------	------	------	5	USH00365915
907	366233	41.01	-80.36	251.50	PA	NEW CASTLE 1 N	------	------	------	5	USH00366233
908	366689	40.80	-75.61	125.00	PA	PALMERTON	------	------	------	5	USH00366689
909	367029	41.73	-75.44	548.60	PA	PLEASANT MT 1 W	363056	------	------	5	USH00367029
910	367322	40.42	-75.93	109.70	PA	READING 4 NNW	367318	------	------	5	USH00367322
911	367477	41.42	-78.74	414.50	PA	RIDGWAY	------	------	------	5	USH00367477
912	367931	40.78	-76.86	128.00	PA	SELINSGROVE 2 S	368668	------	------	5	USH00367931
913	368449	40.79	-77.86	356.60	PA	STATE COLLEGE	------	------	------	5	USH00368449
914	368596	41.01	-75.19	140.20	PA	STROUDSBURG	------	------	------	5	USH00368596
915	368905	41.75	-76.44	231.60	PA	TOWANDA 1 S	------	------	------	5	USH00368905
916	369050	39.91	-79.71	291.40	PA	UNIONTOWN 1 NE	------	------	------	5	USH00369050
917	369298	41.85	-79.15	368.80	PA	WARREN	------	------	------	5	USH00369298
918	369408	41.70	-77.38	554.10	PA	WELLSBORO 4 SW	369407	------	------	5	USH00369408
919	369464	39.97	-75.63	114.30	PA	WEST CHESTER 2 NW	------	------	------	5	USH00369464
